                                 Test Report,,,,,
,,,,,
>>Start Time: 01/10/19 09:11:06       End Time: 01/10/19 13:43:35,,,,,
>>Sampling rate: 1sec,,,,,
>>Data number: 16350,,,,,
>>Temp Alarm HI: 40 C   Temp Alarm Low: 0 C,,,,,
>>RH Alarm HI: 90 %RH   RH Alarm Low: 10 %RH,,,,,
>>Temp MAX: 31.4 C @13:22:19 01/10/19  Temp MIN: 27.6 C @09:13:18 01/10/19  Temp AVG: 29.69 C,,,,,
>>RH MAX: 66.3 %RH @09:13:21 01/10/19  RH MIN: 53.6 %RH @13:25:45 01/10/19  RH AVG: 58.66 %RH,,,,,
----------------------------------------------------------------------------------------------------,,,,,
      NO            ,   Temp              ,,  RH                 ,, TIME 
9571,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:36 
9572,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:37 
9573,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:38 
9574,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:39 
9575,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:40 
9576,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:41 
9577,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:42 
9578,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:43 
9579,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:44 
9580,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:45 
9581,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:46 
9582,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:47 
9583,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:48 
9584,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:49 
9585,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:50 
9586,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:51 
9587,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:52 
9588,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:53 
9589,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:54 
9590,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:55 
9591,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:50:56 
9592,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:50:57 
9593,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:50:58 
9594,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:50:59 
9595,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:00 
9596,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:01 
9597,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:02 
9598,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:03 
9599,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:04 
9600,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:05 
9601,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:06 
9602,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:07 
9603,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:08 
9604,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:09 
9605,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:10 
9606,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:11 
9607,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:12 
9608,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:51:13 
9609,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:14 
9610,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:15 
9611,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:16 
9612,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:17 
9613,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:18 
9614,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:19 
9615,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:20 
9616,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:21 
9617,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:22 
9618,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:23 
9619,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:24 
9620,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:25 
9621,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:26 
9622,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:27 
9623,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:28 
9624,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:29 
9625,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:30 
9626,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:31 
9627,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:32 
9628,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:33 
9629,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:34 
9630,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:35 
9631,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:36 
9632,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:37 
9633,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:38 
9634,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:39 
9635,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:40 
9636,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:41 
9637,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:42 
9638,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:43 
9639,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:51:44 
9640,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:45 
9641,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:46 
9642,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:47 
9643,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:48 
9644,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:49 
9645,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:50 
9646,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:51 
9647,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:52 
9648,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:53 
9649,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:54 
9650,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:55 
9651,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:56 
9652,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:57 
9653,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:58 
9654,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:51:59 
9655,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:00 
9656,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:01 
9657,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:02 
9658,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:03 
9659,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:04 
9660,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:05 
9661,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:06 
9662,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:07 
9663,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:08 
9664,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:09 
9665,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:10 
9666,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:11 
9667,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:12 
9668,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:13 
9669,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:14 
9670,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:15 
9671,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:16 
9672,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:17 
9673,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:18 
9674,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:19 
9675,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:20 
9676,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:21 
9677,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:22 
9678,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:23 
9679,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:52:24 
9680,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:25 
9681,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:26 
9682,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:27 
9683,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:28 
9684,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:29 
9685,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:30 
9686,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:31 
9687,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:32 
9688,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:33 
9689,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:34 
9690,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:35 
9691,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:36 
9692,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:37 
9693,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:38 
9694,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:39 
9695,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:40 
9696,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:41 
9697,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:42 
9698,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:43 
9699,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:44 
9700,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:45 
9701,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:46 
9702,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:47 
9703,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:48 
9704,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:49 
9705,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:50 
9706,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:51 
9707,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:52 
9708,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:53 
9709,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:54 
9710,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:55 
9711,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:56 
9712,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:57 
9713,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:58 
9714,   30.4 C           ,,   55.4 %RH           ,,01-10-19/11:52:59 
9715,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:00 
9716,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:01 
9717,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:02 
9718,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:03 
9719,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:04 
9720,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:05 
9721,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:06 
9722,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:07 
9723,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:08 
9724,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:09 
9725,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:10 
9726,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:11 
9727,   30.4 C           ,,   55.3 %RH           ,,01-10-19/11:53:12 
9728,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:53:13 
9729,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:53:14 
9730,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:53:15 
9731,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:53:16 
9732,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:53:17 
9733,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:53:18 
9734,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:53:19 
9735,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:53:20 
9736,   30.4 C           ,,   55.2 %RH           ,,01-10-19/11:53:21 
9737,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:53:22 
9738,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:53:23 
9739,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:53:24 
9740,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:53:25 
9741,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:53:26 
9742,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:53:27 
9743,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:53:28 
9744,   30.4 C           ,,   55.1 %RH           ,,01-10-19/11:53:29 
9745,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:53:30 
9746,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:53:31 
9747,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:53:32 
9748,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:53:33 
9749,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:53:34 
9750,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:53:35 
9751,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:53:36 
9752,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:53:37 
9753,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:53:38 
9754,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:53:39 
9755,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:53:40 
9756,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:53:41 
9757,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:42 
9758,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:43 
9759,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:44 
9760,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:45 
9761,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:46 
9762,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:47 
9763,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:48 
9764,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:49 
9765,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:50 
9766,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:51 
9767,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:52 
9768,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:53 
9769,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:54 
9770,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:55 
9771,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:56 
9772,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:57 
9773,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:58 
9774,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:53:59 
9775,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:54:00 
9776,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:54:01 
9777,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:54:02 
9778,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:03 
9779,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:54:04 
9780,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:05 
9781,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:06 
9782,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:07 
9783,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:08 
9784,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:09 
9785,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:10 
9786,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:11 
9787,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:12 
9788,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:13 
9789,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:14 
9790,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:15 
9791,   30.4 C           ,,   55.0 %RH           ,,01-10-19/11:54:16 
9792,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:17 
9793,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:18 
9794,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:19 
9795,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:20 
9796,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:21 
9797,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:22 
9798,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:23 
9799,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:24 
9800,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:25 
9801,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:26 
9802,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:27 
9803,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:28 
9804,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:29 
9805,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:30 
9806,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:31 
9807,   30.4 C           ,,   54.9 %RH           ,,01-10-19/11:54:32 
9808,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:54:33 
9809,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:54:34 
9810,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:54:35 
9811,   30.4 C           ,,   54.8 %RH           ,,01-10-19/11:54:36 
9812,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:37 
9813,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:38 
9814,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:39 
9815,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:40 
9816,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:41 
9817,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:42 
9818,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:43 
9819,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:44 
9820,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:45 
9821,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:46 
9822,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:47 
9823,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:48 
9824,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:54:49 
9825,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:50 
9826,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:51 
9827,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:52 
9828,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:53 
9829,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:54 
9830,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:55 
9831,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:56 
9832,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:57 
9833,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:58 
9834,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:54:59 
9835,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:55:00 
9836,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:55:01 
9837,   30.4 C           ,,   54.6 %RH           ,,01-10-19/11:55:02 
9838,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:03 
9839,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:04 
9840,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:05 
9841,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:06 
9842,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:07 
9843,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:08 
9844,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:09 
9845,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:10 
9846,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:11 
9847,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:12 
9848,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:13 
9849,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:14 
9850,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:15 
9851,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:16 
9852,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:17 
9853,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:18 
9854,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:19 
9855,   30.4 C           ,,   54.7 %RH           ,,01-10-19/11:55:20 
